player,team,season,position,age,minutes,goals,assists,shots,key_passes,dribbles,tackles,interceptions
Mats Pannewig,Bochum,2024-25,MF,19.0,267,0,0,9,1,1,10,2
Matthias Ginter,Freiburg,2024-25,DF,30.0,2561,2,1,24,9,4,30,19
Mattias Svanberg,Wolfsburg,2024-25,MF,25.0,1219,3,1,21,13,10,20,15
Matúš Bero,Bochum,2024-25,MF,28.0,2565,5,2,31,54,19,65,17
Maurides,St. Pauli,2024-25,FW,30.0,2,0,0,0,0,0,0,0
Max Geschwill,Holstein Kiel,2024-25,DF,23.0,1282,1,2,9,10,2,26,30
Max Rosenfelder,Freiburg,2024-25,DF,21.0,1249,1,0,5,5,14,27,7
Maxim Leitsch,Mainz 05,2024-25,DF,26.0,674,1,0,6,2,0,12,10
Maximilian Arnold,Wolfsburg,2024-25,MF,30.0,2356,3,5,27,45,1,34,24
Maximilian Bauer,Augsburg,2024-25,DF,24.0,658,0,0,1,2,0,14,6
Maximilian Beier,Dortmund,2024-25,FW,21.0,1591,8,5,42,24,22,25,7
Maximilian Breunig,Heidenheim,2024-25,FW,23.0,350,2,0,10,4,3,4,1
Maximilian Eggestein,Freiburg,2024-25,MF,27.0,2845,2,0,36,19,11,57,39
Maximilian Mittelstädt,Stuttgart,2024-25,DF,27.0,2469,1,7,21,47,21,79,47
Maximilian Philipp,Freiburg,2024-25,MF,30.0,17,0,0,1,0,0,0,0
Maximilian Wittek,Bochum,2024-25,DF,28.0,2706,0,0,41,46,12,65,27
Mergim Berisha,Hoffenheim,2024-25,FW,26.0,373,1,1,14,3,3,4,0
Merlin Röhl,Freiburg,2024-25,MF,22.0,965,0,1,12,9,12,16,6
Mert Kömür,Augsburg,2024-25,MF,19.0,654,2,1,13,13,12,3,3
Michael Gregoritsch,Freiburg,2024-25,FW,30.0,639,2,1,16,5,4,4,1
Michael Olise,Bayern Munich,2024-25,FW,22.0,2334,12,15,86,90,72,36,8
Michael Zetterer,Werder Bremen,2024-25,GK,29.0,3060,0,0,0,0,1,0,1
Michy Batshuayi,Eint Frankfurt,2024-25,FW,30.0,300,3,0,5,1,2,1,1
Mikkel Kaufmann,Heidenheim,2024-25,FW,23.0,372,0,0,3,3,2,6,2
Miloš Veljković,Werder Bremen,2024-25,DF,28.0,1029,0,1,2,3,0,10,2
Mitchell Weiser,Werder Bremen,2024-25,DF,30.0,2868,5,9,43,42,35,61,22
Mohamed Amoura,Wolfsburg,2024-25,FW,24.0,2467,10,9,73,35,37,29,9
Mohamed Simakan,RB Leipzig,2024-25,DF,24.0,54,0,0,0,3,0,0,2
Morgan Guilavogui,St. Pauli,2024-25,FW,26.0,1807,6,2,41,27,21,32,13
Moritz Broschinski,Bochum,2024-25,FW,23.0,1390,1,3,38,13,14,19,1
Moritz Jenz,Mainz 05,2024-25,DF,25.0,1600,0,0,10,3,2,36,30
Moritz Nicolas,Gladbach,2024-25,GK,26.0,1639,0,0,0,0,0,0,1
Moritz-Broni Kwarteng,Bochum,2024-25,MF,26.0,172,0,0,6,4,6,4,0
Myron Boadu,Bochum,2024-25,FW,23.0,1042,9,1,27,11,11,2,1
Nadiem Amiri,Mainz 05,2024-25,MF,27.0,2473,7,5,60,63,32,50,16
Nathan N'Goumou,Gladbach,2024-25,FW,24.0,828,2,1,24,6,9,17,4
Nathan Tella,Leverkusen,2024-25,MF,25.0,1359,2,4,28,18,19,16,4
Nathaniel Brown,Eint Frankfurt,2024-25,DF,21.0,1947,3,6,13,39,11,71,15
Nediljko Labrović,Augsburg,2024-25,GK,24.0,1350,0,0,0,0,0,0,0
Nelson Weiper,Mainz 05,2024-25,FW,19.0,704,3,2,22,10,10,5,2
Nick Woltemade,Stuttgart,2024-25,FW,22.0,1622,12,2,46,37,31,10,1
Nico Elvedi,Gladbach,2024-25,DF,27.0,2135,1,1,12,5,0,38,30
Nico Schlotterbeck,Dortmund,2024-25,DF,24.0,1982,0,4,17,18,14,38,22
Nicolai Remberg,Holstein Kiel,2024-25,MF,24.0,2417,0,1,24,9,7,45,29
Nicolas Höfler,Freiburg,2024-25,MF,34.0,794,0,0,4,3,4,33,14
Nicolas Seiwald,RB Leipzig,2024-25,MF,23.0,2084,0,0,5,20,4,53,31
Niels Nkounkou,Eint Frankfurt,2024-25,DF,23.0,382,0,0,4,9,7,13,7
Niklas Dorsch,Heidenheim,2024-25,MF,26.0,1367,2,2,9,13,7,27,17
Niklas Stark,Werder Bremen,2024-25,DF,29.0,2106,0,1,12,1,1,33,36
Niklas Süle,Dortmund,2024-25,DF,28.0,1053,0,0,9,3,3,14,4
Nikola Vasilj,St. Pauli,2024-25,GK,28.0,2969,0,0,0,1,1,0,0
Nikolas Nartey,Stuttgart,2024-25,MF,24.0,22,0,0,0,0,0,0,0
Nikolas Veratschnig,Mainz 05,2024-25,DF,21.0,364,0,0,7,5,2,9,5
Nnamdi Collins,Eint Frankfurt,2024-25,DF,20.0,1489,1,1,5,2,12,33,16
Noah Atubolu,Freiburg,2024-25,GK,22.0,2307,0,0,0,0,0,0,0
Noah Pesch,Gladbach,2024-25,FW,19.0,6,0,0,0,0,0,1,0
Noah Weißhaupt,St. Pauli,2024-25,FW,22.0,1240,1,0,19,18,14,6,2
Noahkai Banks,Augsburg,2024-25,DF,17.0,278,0,0,1,0,0,11,5
Nordi Mukiele,Leverkusen,2024-25,DF,26.0,899,1,0,7,9,9,20,16
Norman Theuerkauf,Heidenheim,2024-25,MF,37.0,22,0,0,1,0,0,0,0
Oladapo Afolayan,St. Pauli,2024-25,FW,26.0,1639,3,1,38,21,48,17,8
Oliver Baumann,Hoffenheim,2024-25,GK,34.0,2520,0,0,0,3,1,2,0
Oliver Burke,Werder Bremen,2024-25,FW,27.0,908,5,0,35,14,7,11,2
Olivier Deman,Werder Bremen,2024-25,DF,24.0,67,0,0,0,1,0,6,3
Omar Marmoush,Eint Frankfurt,2024-25,FW,25.0,1448,15,9,75,34,46,12,2
Omar Traoré,Heidenheim,2024-25,DF,26.0,2616,0,1,16,20,25,50,21
Oscar Højlund,Eint Frankfurt,2024-25,MF,19.0,722,1,0,6,6,8,21,5
Pascal Groß,Dortmund,2024-25,MF,33.0,2327,0,9,27,57,3,44,9
Pascal Stenzel,Stuttgart,2024-25,DF,28.0,290,0,0,8,5,0,3,2
Patrick Drewes,Bochum,2024-25,GK,31.0,1890,0,0,0,0,0,0,0
Patrick Erras,Holstein Kiel,2024-25,DF,29.0,832,1,0,8,3,0,8,9
Patrick Mainka,Heidenheim,2024-25,DF,29.0,3060,1,1,25,7,6,58,68
Patrick Osterhage,Freiburg,2024-25,MF,24.0,2267,1,0,21,16,11,45,18
Patrick Wimmer,Wolfsburg,2024-25,MF,23.0,1770,3,4,41,24,37,47,32
Patrik Schick,Leverkusen,2024-25,FW,28.0,1684,21,0,68,11,10,6,4
Paul Hennrich,Hoffenheim,2024-25,MF,19.0,12,0,0,0,0,0,0,0
Paul Nebel,Mainz 05,2024-25,MF,21.0,2345,10,4,44,35,25,38,13
Paul Wanner,Heidenheim,2024-25,MF,18.0,1771,3,2,24,20,25,40,4
Pavel Kadeřábek,Hoffenheim,2024-25,DF,32.0,1576,2,0,14,21,5,25,20
Phil Harres,Holstein Kiel,2024-25,FW,22.0,1544,8,1,37,10,5,10,5
Philipp Hofmann,Bochum,2024-25,FW,31.0,2277,3,3,54,26,10,17,4
Philipp Lienhart,Freiburg,2024-25,DF,28.0,2770,1,0,8,6,4,22,36
Philipp Sander,Gladbach,2024-25,MF,26.0,1400,1,0,18,13,11,33,23
Philipp Treu,St. Pauli,2024-25,MF,23.0,2881,0,2,19,22,13,61,19
Phillip Tietz,Augsburg,2024-25,FW,27.0,1686,7,2,51,22,15,11,5
Phillipp Mwene,Mainz 05,2024-25,DF,30.0,2607,1,4,21,22,22,51,24
Piero Hincapié,Leverkusen,2024-25,DF,22.0,2670,2,2,22,16,5,52,32
Péter Gulácsi,RB Leipzig,2024-25,GK,34.0,2631,0,0,0,0,0,1,0
Ramon Hendriks,Stuttgart,2024-25,DF,23.0,1154,0,1,5,6,5,20,19
Ramy Bensebaini,Dortmund,2024-25,DF,29.0,2022,1,6,20,15,5,51,33
Rani Khedira,Union Berlin,2024-25,MF,30.0,2723,1,1,14,12,5,68,44
Raphaël Guerreiro,Bayern Munich,2024-25,DF,30.0,1572,4,4,21,27,10,19,10
Rasmus Kristensen,Eint Frankfurt,2024-25,DF,27.0,2513,5,3,24,20,22,59,20
Ridle Baku,RB Leipzig,2024-25,DF,26.0,2445,4,4,35,27,25,47,24
Ritsu Doan,Freiburg,2024-25,FW,26.0,2862,10,7,61,27,56,66,14
Robert Andrich,Leverkusen,2024-25,MF,29.0,1598,2,2,21,9,2,24,29
Robert Gumny,Augsburg,2024-25,DF,26.0,271,0,0,4,3,2,3,1
Robert Skov,Union Berlin,2024-25,DF,28.0,852,2,2,16,19,5,15,8
Robert Wagner,St. Pauli,2024-25,MF,21.0,407,0,0,2,0,1,8,2
Robin Gosens,Union Berlin,2024-25,DF,30.0,90,0,0,1,1,0,0,1
Robin Hack,Gladbach,2024-25,FW,25.0,2172,4,7,59,32,25,22,9
Robin Hranáč,Hoffenheim,2024-25,DF,24.0,219,0,0,0,0,0,0,5
Robin Koch,Eint Frankfurt,2024-25,DF,28.0,2586,3,0,15,7,1,24,25
Robin Zentner,Mainz 05,2024-25,GK,29.0,2880,0,0,1,3,0,2,0
Rocco Reitz,Gladbach,2024-25,MF,22.0,1830,2,1,23,16,17,52,53
Roland Sallai,Freiburg,2024-25,FW,27.0,46,0,0,3,1,0,2,1
Romano Schmid,Werder Bremen,2024-25,MF,24.0,2834,5,4,47,68,45,43,11
Ruben Vargas,Augsburg,2024-25,MF,25.0,305,0,0,9,6,6,2,2
Sacha Boey,Bayern Munich,2024-25,DF,23.0,593,0,2,3,3,6,20,2
Salih Özcan,Dortmund,2024-25,MF,26.0,744,0,0,6,10,6,13,18
Samuel Bamba,Bochum,2024-25,FW,20.0,27,0,0,2,1,1,1,0
Samuel Essende,Augsburg,2024-25,FW,26.0,1636,7,2,44,11,14,7,0
Scott Banks,St. Pauli,2024-25,FW,22.0,116,0,0,3,0,2,1,2
Sebastiaan Bornauw,Wolfsburg,2024-25,DF,25.0,788,2,1,8,1,0,9,12
Senne Lynen,Werder Bremen,2024-25,MF,25.0,2733,0,1,24,8,12,72,65
Serge Gnabry,Bayern Munich,2024-25,FW,29.0,1242,7,5,48,24,18,20,6
Serhou Guirassy,Dortmund,2024-25,FW,28.0,2598,21,4,86,25,11,7,4
Shiō Fukuda,Gladbach,2024-25,FW,20.0,60,1,0,3,0,1,0,0
Shuto Machino,Holstein Kiel,2024-25,FW,24.0,1953,11,2,49,27,10,8,7
Siebe Van Der Heyden,St. Pauli,2024-25,DF,26.0,872,1,0,3,2,1,17,17
Silvan Widmer,Mainz 05,2024-25,DF,31.0,504,0,1,3,2,0,11,5
Sirlord Conteh,Heidenheim,2024-25,FW,28.0,892,1,1,13,14,6,9,1
Skelly Alvero,Werder Bremen,2024-25,MF,22.0,236,0,0,1,0,2,11,2
Stanley N'Soki,Hoffenheim,2024-25,DF,25.0,1308,0,0,3,7,11,22,26
Stefan Bell,Mainz 05,2024-25,DF,32.0,1436,0,1,12,5,2,22,28
Stefan Lainer,Gladbach,2024-25,DF,31.0,757,1,0,4,9,5,22,12
Stefan Schimmer,Heidenheim,2024-25,FW,30.0,247,0,0,10,4,0,2,0
Steve Mounié,Augsburg,2024-25,FW,29.0,347,1,0,22,1,1,4,1
Steven Skrzybski,Holstein Kiel,2024-25,MF,31.0,1323,6,3,32,22,13,19,11
Sven Ulreich,Bayern Munich,2024-25,GK,35.0,90,0,0,0,0,0,0,0
Thomas Dähne,Holstein Kiel,2024-25,GK,30.0,810,0,0,0,0,0,0,0
Thomas Keller,Heidenheim,2024-25,DF,24.0,148,0,0,1,0,0,6,4
Thomas Müller,Bayern Munich,2024-25,MF,34.0,1225,1,4,30,35,8,8,2
Tiago Cardoso,Gladbach,2024-25,GK,18.0,380,0,0,0,0,0,1,0
Tiago Tomás,Wolfsburg,2024-25,FW,22.0,1884,6,1,42,20,29,33,9
Tidiam Gomis,RB Leipzig,2024-25,MF,17.0,152,0,1,5,3,5,0,1
Tim Breithaupt,Augsburg,2024-25,MF,22.0,120,0,1,1,1,2,1,2
Tim Drexler,Hoffenheim,2024-25,DF,19.0,357,0,0,2,1,0,17,1
Tim Kleindienst,Gladbach,2024-25,FW,28.0,2737,16,7,73,29,14,30,12
Tim Oermann,Bochum,2024-25,DF,20.0,2213,0,2,9,7,6,50,22
Tim Siersleben,Heidenheim,2024-25,DF,24.0,1182,0,0,4,6,3,21,20
Tim Skarke,Union Berlin,2024-25,FW,27.0,1164,0,2,20,16,10,14,5
Timo Becker,Holstein Kiel,2024-25,DF,27.0,2445,0,2,17,6,12,53,17
Timo Horn,Bochum,2024-25,GK,31.0,1170,0,0,0,1,0,0,0
Timon Weiner,Holstein Kiel,2024-25,GK,25.0,2250,0,0,0,0,0,0,0
Timothy Chandler,Eint Frankfurt,2024-25,DF,34.0,24,0,0,0,0,0,0,3
Tobias Sippel,Gladbach,2024-25,GK,36.0,59,0,0,0,0,0,0,0
Tom Bischof,Hoffenheim,2024-25,MF,19.0,2559,5,2,51,50,29,95,30
Tom Krauß,Bochum,2024-25,MF,23.0,1077,0,0,11,12,12,35,11
Tom Rothe,Union Berlin,2024-25,DF,19.0,1670,3,3,23,12,5,45,18
Tomáš Čvančara,Gladbach,2024-25,FW,23.0,831,2,0,24,6,6,4,5
Tuta,Eint Frankfurt,2024-25,DF,25.0,2274,2,1,13,4,13,44,40
Tymoteusz Puchacz,Holstein Kiel,2024-25,DF,25.0,396,0,1,4,8,9,9,3
Umut Tohumcu,Hoffenheim,2024-25,MF,19.0,375,0,1,3,3,4,9,3
Valentin Gendrey,Hoffenheim,2024-25,DF,24.0,1414,1,1,10,16,3,30,15
Victor Boniface,Leverkusen,2024-25,FW,23.0,1008,8,1,50,10,15,5,0
Viggo Gebel,RB Leipzig,2024-25,MF,16.0,14,0,0,0,0,0,0,0
Vincenzo Grifo,Freiburg,2024-25,FW,31.0,2432,8,11,63,66,25,30,9
Waldemar Anton,Dortmund,2024-25,DF,28.0,1949,2,2,19,6,20,34,30
Willi Orban,RB Leipzig,2024-25,DF,31.0,2222,5,0,22,8,3,38,21
Xaver Schlager,RB Leipzig,2024-25,MF,26.0,181,0,0,1,1,1,4,0
Xavi Simons,RB Leipzig,2024-25,MF,21.0,2150,10,6,50,51,33,28,12
Yan Couto,Dortmund,2024-25,DF,22.0,895,0,0,6,12,13,24,10
Yannick Gerhardt,Wolfsburg,2024-25,MF,30.0,1518,1,1,15,4,1,28,17
Yannik Keitel,Stuttgart,2024-25,MF,24.0,270,0,0,5,1,1,9,4
Yannik Lührs,Dortmund,2024-25,DF,20.0,127,0,0,0,1,0,1,2
Yorbe Vertessen,Union Berlin,2024-25,MF,23.0,718,1,0,27,15,19,6,3
Yussuf Poulsen,RB Leipzig,2024-25,FW,30.0,378,2,0,15,7,1,10,0
Yusuf Kabadayı,Augsburg,2024-25,FW,20.0,71,1,0,4,1,2,1,0
Álex Grimaldo,Leverkusen,2024-25,DF,28.0,2636,2,7,44,73,20,24,16
